Gender,Location,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Actual_Churn,Predicted_Churn_Prob,Predicted_Churn
Male,Chennai,71.59208198880398,1,0.0,2,0,0,10000.0,0,0.36,0
Male,Kolkata,18.0,9,40342.85,1,1,1,80679.08855228878,0,0.02,0
Female,Delhi,90.0,3,43354.59,1,1,1,81006.76610822283,0,0.07,0
Male,Chennai,38.24815191244869,1,45563.9,1,1,1,83851.12460769745,1,0.13,0
Male,Mumbai,52.44611150285528,2,95909.3,2,0,1,80094.54121176258,0,0.14,0
Female,Mumbai,62.21070853370948,7,73904.53,2,1,0,23914.224001195653,1,0.25,0
Female,Pune,20.771089844016505,9,112210.24,2,1,0,81478.62628342731,1,0.26,0
Female,Chennai,37.95595663095863,0,46213.85,1,0,1,92383.9357211954,0,0.03,0
Female,Delhi,44.714760713247145,7,0.0,1,1,1,113515.60941967453,0,0.03,0
Female,Chennai,41.9847643671266,8,21215.42,1,1,0,70001.7580653371,0,0.11,0
Male,Mumbai,18.0,2,28530.58,2,0,0,10000.0,0,0.22,0
Female,Pune,49.549522776224414,7,65673.0,3,1,1,154482.13188168476,0,0.3,0
Male,Mumbai,77.06621014204752,1,58902.35,1,1,0,19726.67321038019,1,0.36,0
Female,Bangalore,18.0,9,9115.15,2,1,0,140721.9498159364,0,0.15,0
Female,Delhi,45.753565327891565,7,27351.87,2,0,1,92450.65035751509,0,0.03,0
Female,Bangalore,53.99416345298802,10,42514.97,2,1,0,96018.75415690956,1,0.17,0
Male,Kolkata,60.8400094954261,9,56963.02,1,1,1,118941.46740665643,0,0.06,0
Female,Hyderabad,58.57589871691975,4,25958.55,2,1,1,99060.01706167543,0,0.07,0
Female,Mumbai,30.00464292304415,2,67272.15,2,1,0,155506.3154597092,0,0.05,0
Male,Bangalore,23.806501423764505,9,93548.65,1,1,1,46192.57565128963,0,0.02,0
Male,Delhi,55.452358846441896,0,48813.03,1,0,0,10000.0,0,0.2,0
Female,Chennai,38.39651470924979,7,50075.7,1,0,1,66829.30160509146,0,0.0,0
Male,Hyderabad,23.216004710312788,4,5217.25,2,1,0,72141.76459583241,0,0.25,0
Female,Delhi,44.08386278217551,1,43527.24,1,1,0,90699.45260159126,1,0.29,0
Male,Pune,34.841634734554106,10,37039.8,2,1,0,32608.49118862896,0,0.16,0
Female,Pune,51.446992342951454,4,0.0,1,0,1,128469.2526420081,0,0.12,0
Male,Hyderabad,48.004181127992666,6,61238.93,2,1,1,10000.0,0,0.02,0
Female,Mumbai,46.596477473210186,3,82590.91,1,1,1,98075.35307163604,0,0.06,0
Male,Mumbai,56.94286592270342,0,24124.9,1,0,1,61853.24188138569,0,0.11,0
Female,Mumbai,62.28880865380651,10,98034.85,1,1,1,14595.30614504082,0,0.11,0
Male,Chennai,50.372827483807406,6,23421.49,1,1,0,55580.690789599365,0,0.16,0
Female,Mumbai,46.55051409803952,6,117526.54,2,1,0,26281.814714735832,0,0.22,0
Female,Delhi,55.62410162453897,8,43484.97,1,1,0,75222.68769947634,0,0.21,0
Male,Delhi,56.35692209112261,9,39212.47,2,1,1,33287.7145477177,0,0.04,0
Female,Hyderabad,50.22663706584614,7,47147.17,2,1,0,96251.25895335736,1,0.29,0
Male,Bangalore,48.241021383803286,4,42190.31,2,1,0,66175.01661412408,0,0.2,0
Female,Pune,70.63936006026671,8,17655.29,2,1,1,19116.65270804397,0,0.21,0
Male,Delhi,49.45518919719643,7,62354.33,2,1,0,128875.5376143402,0,0.51,1
Male,Pune,61.32355620583088,9,341.03,1,1,1,45980.34305464525,0,0.06,0
Male,Chennai,54.055573414131125,4,43474.09,1,1,0,121994.4404752169,0,0.15,0
Male,Delhi,39.72870146848855,1,72098.69,1,0,0,113009.8047400206,1,0.12,0
Female,Mumbai,48.15586839621128,4,22997.15,1,1,1,91947.17896781964,1,0.03,0
Female,Delhi,50.31108517860406,4,62277.52,2,1,1,137056.26280795195,0,0.15,0
Male,Hyderabad,55.5986366997159,2,70327.63,1,1,0,10000.0,0,0.28,0
Female,Bangalore,28.434528309633365,5,44238.96,1,1,1,84614.41729019862,0,0.08,0
Male,Delhi,44.47901606607729,6,0.0,1,1,0,100130.08455322044,0,0.19,0
Male,Pune,54.057644510626965,8,20638.2,1,1,0,89939.47654735536,1,0.24,0
Male,Delhi,18.512661955239093,7,58421.89,1,0,1,99813.68251576617,0,0.03,0
Female,Hyderabad,28.908325108572537,3,48727.32,2,0,1,139761.69799016038,0,0.04,0
Female,Mumbai,76.05417044385793,7,66249.1,2,0,1,133012.56342910792,0,0.13,0
Male,Hyderabad,30.092325726405537,6,56661.38,2,1,1,146028.06480859662,0,0.03,0
Male,Mumbai,32.79136293931936,1,41131.03,1,1,0,59424.30032925523,0,0.16,0
Male,Chennai,40.66097043687441,0,8251.72,2,0,1,54547.120959635446,0,0.09,0
Male,Mumbai,64.56658558023177,5,13373.58,1,1,0,114997.18597450708,0,0.51,1
Male,Delhi,53.5179333903605,5,0.0,1,1,1,60723.09542060672,0,0.24,0
Female,Mumbai,41.025742941956096,7,100971.86,1,1,0,98632.0028324268,0,0.07,0
Female,Delhi,54.437350188128654,1,12625.74,1,0,1,75976.98941608694,0,0.23,0
Female,Mumbai,62.192745947142775,9,27490.7,1,0,0,69689.51075018861,0,0.19,0
Female,Chennai,53.71057616882359,2,98872.86,3,1,0,53906.21722876914,1,0.66,1
Male,Bangalore,47.34479452289327,5,63211.05,2,1,1,108170.5202560329,0,0.03,0
Male,Mumbai,23.793995291091385,9,32566.72,3,0,1,62149.40814022222,0,0.28,0
Female,Delhi,45.06852297108417,1,31675.61,2,1,1,85026.33542177895,0,0.07,0
Male,Pune,40.12758509794539,7,42776.22,2,1,0,80094.54121176258,0,0.06,0
Female,Mumbai,41.83728341759129,0,56093.89,2,1,0,20299.129003527705,0,0.06,0
Male,Pune,41.73512377151216,0,68112.8,1,1,0,63044.378366354256,0,0.05,0
Female,Delhi,24.14986703765618,2,57175.32,1,1,0,10000.0,1,0.24,0
Female,Kolkata,41.38037708332797,7,64167.37,1,1,0,10000.0,0,0.18,0
Male,Hyderabad,44.6152867822605,2,88954.8,2,1,1,76866.19919259858,0,0.02,0
Male,Kolkata,55.28629588667675,3,32753.77,1,0,1,62296.68003355341,1,0.1,0
Female,Bangalore,43.49789534217002,9,52658.03,1,0,1,95020.585437495,0,0.0,0
Female,Mumbai,44.77745963205523,10,100961.19,2,1,1,80094.54121176258,0,0.06,0
Female,Mumbai,64.61892798537203,5,90229.35,2,0,1,111425.25742562662,0,0.17,0
Male,Mumbai,28.801035375734823,8,71039.22,2,0,0,93496.51049168778,0,0.09,0
Male,Delhi,61.65748480853668,3,46216.72,2,1,0,52110.22055135353,0,0.39,0
Male,Bangalore,38.899848630467616,2,46306.18,2,1,1,95358.0025860756,0,0.02,0
Female,Kolkata,80.43575999645387,4,0.0,2,1,0,43214.83238345752,0,0.23,0
Male,Bangalore,58.09429819413879,7,21425.42,1,0,1,60395.70551342999,1,0.05,0
Female,Bangalore,42.90079745038141,4,92857.68,2,1,1,77960.67147391947,0,0.1,0
Male,Kolkata,55.60874215993513,0,60938.49,2,0,1,123477.74762013704,0,0.09,0
Male,Chennai,74.39856231006922,7,98738.72,1,1,1,107854.71671596264,0,0.2127229357798165,0
Female,Bangalore,83.2360530853126,10,86973.06,2,1,1,29584.558190441006,0,0.1,0
Female,Mumbai,47.09602513947631,8,51806.5,2,1,0,71436.8937220831,0,0.14,0
Female,Mumbai,18.0,3,41099.51,1,1,0,92590.05634331897,0,0.16,0
Female,Mumbai,42.03630632018093,2,78782.5,2,0,1,46176.6380190663,0,0.08,0
Female,Delhi,47.41939439420292,0,40209.42,1,1,0,83892.73319597747,0,0.21,0
Male,Bangalore,34.294809938094936,10,79350.9,2,1,0,177022.90634957503,0,0.11,0
Male,Chennai,38.456443449489534,6,89670.35,1,0,1,92985.85405384425,0,0.03,0
Female,Delhi,46.38207285286676,6,69552.56,2,1,1,19264.056889943044,0,0.02,0
Female,Kolkata,43.99322068105723,4,71138.44,1,1,1,104424.61458814584,0,0.03,0
Female,Pune,32.390301409081154,7,36795.6,1,0,0,80094.54121176258,1,0.05,0
Female,Delhi,40.77627288634601,1,41528.61,1,1,0,94720.68320985776,0,0.2,0
Female,Delhi,54.004765557841175,8,86316.72,2,0,1,117638.77118746354,0,0.08,0
Male,Bangalore,43.1420509794855,9,93140.7,2,1,1,70304.50846945796,0,0.07,0
Male,Chennai,18.0,1,60890.35,2,1,0,69996.60829525841,0,0.25,0
Male,Mumbai,41.6657632820842,10,72612.35,3,1,1,68991.5764121206,0,0.2,0
Male,Delhi,18.0,1,108994.75,2,1,0,65668.56127406933,0,0.42,0
Female,Delhi,18.0,0,8311.21,1,1,1,105437.2463871703,0,0.05,0
Male,Hyderabad,35.325481323526404,7,91576.9,1,1,0,97254.89154700511,0,0.07,0
Female,Mumbai,37.598504040142814,3,32097.06,1,1,1,100947.74111805268,0,0.02,0
Male,Mumbai,29.71730188820804,1,41416.89,1,1,0,115514.67309602717,0,0.05,0
Female,Mumbai,51.2856094809168,0,86845.31,2,0,1,61144.02557529336,0,0.32,0
Female,Mumbai,49.84686041474815,0,45758.26,1,1,0,68375.26788522804,0,0.2,0
Male,Chennai,48.6018918562402,7,48431.85,2,1,0,146772.39851779203,1,0.2,0
Male,Mumbai,18.0,0,89082.46,1,0,1,84239.3476725913,0,0.02,0
Male,Delhi,52.57318083401215,9,49982.96,1,0,0,31820.62320789073,0,0.13,0
Male,Delhi,43.47977815594548,1,91731.69,2,1,1,21342.012144947752,1,0.12,0
Female,Delhi,68.4972922867849,2,21408.81,2,1,1,60569.4203560512,0,0.08,0
Female,Hyderabad,39.15193300670578,5,16881.47,2,1,1,10000.0,0,0.07,0
Male,Delhi,45.636479174556,4,56373.3,1,1,0,61005.64067261923,0,0.31,0
Male,Pune,36.57969738130996,9,46715.83,2,0,0,50920.167295540334,0,0.06,0
Male,Chennai,22.85322103128944,8,81099.22,1,1,0,24489.31859489951,0,0.28,0
Female,Hyderabad,37.65328010074074,4,124480.12,1,1,0,121216.13573421838,0,0.13,0
Female,Delhi,27.76464235390029,7,34691.62,2,1,0,65238.636182431794,0,0.06,0
Male,Bangalore,43.21419660904145,9,63687.52,2,0,0,109807.44200948876,0,0.12,0
Male,Bangalore,55.554585628668086,2,73439.22,1,0,1,72420.47389894693,0,0.26,0
Male,Delhi,40.8509889071168,2,46588.16,2,0,0,93929.3075762239,0,0.11,0
Female,Kolkata,21.03738637870793,3,51989.43,1,1,1,175057.79607058916,1,0.08,0
Female,Delhi,49.879367067910266,9,62854.36,3,1,0,113248.61284211608,1,0.5,0
Female,Delhi,39.85567431112692,4,15565.5,2,1,0,50935.88134735704,0,0.09,0
Male,Mumbai,45.98743594923992,7,57476.96,2,0,1,48896.76521786067,0,0.01,0
Male,Mumbai,77.46496273800358,0,26074.57,2,1,0,58346.37706252774,0,0.28,0
Female,Kolkata,36.76636834897175,7,36898.58,2,1,1,84185.68238981707,0,0.01,0
Female,Pune,20.26037209097341,8,0.0,2,0,1,105011.47522090972,0,0.01,0
Male,Delhi,18.0,3,41805.8,2,1,1,87731.10358586637,0,0.1,0
Female,Chennai,31.801489100340603,9,0.0,2,1,1,126118.25389999028,0,0.03,0
Male,Delhi,56.687337701129984,4,26284.22,1,1,1,177643.47362678737,0,0.13,0
Male,Mumbai,61.50924926001228,8,35921.53,1,1,1,79772.83592503607,0,0.06,0
Female,Chennai,37.61713476570856,4,43668.95,1,1,0,131482.33354469607,0,0.14,0
Female,Mumbai,43.676535006624015,5,5012.97,2,0,1,100245.73908470962,0,0.06,0
Female,Chennai,56.71176856735442,5,59212.14,2,1,0,81402.34002016699,0,0.25,0
Female,Chennai,34.89228829147381,5,43679.73,1,0,1,83978.41132849372,0,0.08,0
Male,Pune,68.13097287347532,5,11487.37,1,1,0,31241.04025216937,1,0.22,0
Female,Mumbai,37.22437555195786,1,46452.84,1,0,0,104145.11020342231,0,0.12,0
Female,Mumbai,56.22858722604192,9,41912.64,1,0,0,102547.96836374034,0,0.23,0
Male,Chennai,69.91534361268236,3,50035.97,1,1,0,82388.9494736718,0,0.24,0
Female,Bangalore,39.86774056225234,1,72093.6,3,1,1,96473.0029044137,1,0.38,0
Female,Delhi,57.18208705841519,8,43367.88,1,1,0,64024.23494917465,0,0.15,0
Male,Mumbai,52.85848156584508,9,52282.07,2,0,1,114519.75827979523,0,0.07,0
Male,Bangalore,56.74270051333224,2,42153.33,2,1,1,83876.28587261448,0,0.34,0
Female,Delhi,54.97875844953812,7,24629.6,2,1,0,73148.09807830933,0,0.06,0
Female,Kolkata,34.15702793024502,7,28102.92,1,0,0,128220.07080224797,0,0.04,0
Female,Pune,70.74844990668522,6,36761.33,1,1,1,124367.8672534691,0,0.15,0
Male,Hyderabad,51.66158949973146,8,95813.22,2,0,1,79647.66663002783,0,0.1,0
Male,Pune,42.74175582828666,3,50679.25,1,1,0,65238.90576201458,0,0.18,0
Male,Chennai,45.61560177976708,2,85549.58,1,1,1,138488.4948119548,0,0.02,0
Female,Pune,53.2478830731379,4,55325.41,1,1,0,70329.2194639512,0,0.28,0
Female,Pune,62.95723032555952,5,46141.91,1,1,0,74650.31940769483,1,0.18,0
Male,Hyderabad,32.682275260967494,7,40460.96,2,0,1,55537.841833541344,0,0.01,0
Male,Mumbai,69.42965827009711,1,6631.03,3,0,1,55167.33345215033,1,0.58,1
Male,Kolkata,29.97815139526798,5,82269.61,2,1,0,88089.88753505278,0,0.14,0
Male,Mumbai,26.328113319739924,3,74590.45,1,1,1,10000.0,0,0.07,0
Male,Mumbai,58.78414051512731,6,0.0,1,1,1,51031.506698335885,0,0.06,0
Female,Pune,41.60919666819867,4,0.0,2,1,1,130253.65960368376,0,0.04,0
Male,Delhi,55.871967681121546,4,55156.79,2,0,0,105284.90264108672,0,0.11,0
Male,Mumbai,39.62917544646165,1,43003.11,2,1,0,110358.12658226585,1,0.06,0
Male,Delhi,59.8886319554474,3,24585.93,1,1,0,82200.5443465564,0,0.3,0
Female,Bangalore,59.20681346953744,2,33137.16,1,1,1,111172.06345668918,0,0.16,0
Male,Kolkata,18.0,3,104697.03,2,0,0,39753.29090626413,0,0.28,0
Male,Mumbai,41.63081651295751,10,0.0,1,1,1,41954.461843412966,0,0.01,0
Male,Mumbai,40.55225617338471,3,69314.51,2,1,0,36006.74543466086,0,0.12,0
Male,Hyderabad,38.05308069438772,4,31218.98,1,1,0,36706.769190259794,0,0.34,0
Female,Hyderabad,19.112779168727563,2,40243.37,2,1,0,82001.26993944735,0,0.2,0
Female,Chennai,57.321226058199386,7,12260.14,1,1,0,161218.48156436457,0,0.23,0
Male,Mumbai,38.27121371145976,9,68539.77,2,0,0,95423.95941149596,0,0.04,0
Female,Bangalore,37.31477129365063,5,34846.54,2,1,1,56190.08898953416,0,0.06,0
Female,Mumbai,31.91937756332868,2,59900.71,1,1,1,10000.0,0,0.08,0
Male,Hyderabad,39.76165423930175,1,55382.5,2,0,1,95367.03882156008,0,0.01,0
Female,Kolkata,52.53120577129961,5,9152.07,2,1,1,29814.13081608713,0,0.11,0
Male,Delhi,60.80542803466631,5,22350.24,3,1,1,18448.09577449542,0,0.55,1
Female,Pune,52.6527323664795,3,90190.93,2,0,0,10000.0,1,0.37,0
Female,Chennai,18.0,3,57369.86,2,0,1,37607.13762265345,0,0.07,0
Female,Bangalore,43.71117709728282,5,27462.45,2,0,0,118398.64383129773,0,0.42,0
Male,Pune,50.341399393817824,7,6474.94,2,0,1,64184.7800251868,0,0.06,0
Male,Delhi,38.5258768841996,4,24253.0,2,1,1,78925.43500327056,0,0.04,0
Male,Bangalore,37.16988978017887,8,37992.71,1,1,0,48841.77666278841,0,0.08,0
Female,Delhi,55.33837956630875,9,44197.88,3,1,0,96042.2431771409,0,0.79,1
Female,Mumbai,28.48271586926837,3,68851.19,2,1,0,86290.89234926994,1,0.04,0
Female,Chennai,41.36263835062485,0,29444.17,1,1,1,49499.2697439681,0,0.11,0
Female,Mumbai,50.66584844903838,1,58205.72,2,1,1,10000.0,0,0.24,0
Male,Pune,67.40091142978869,3,25129.19,1,1,1,70056.94565536,0,0.26,0
Male,Delhi,18.0,1,45300.03,1,1,0,115552.85261618736,0,0.18,0
Male,Chennai,39.38608126300136,6,77289.42,1,0,0,82209.24200769469,0,0.36,0
Male,Chennai,36.77634657829132,10,43536.01,2,1,1,143150.42229333738,0,0.0,0
Male,Delhi,66.553527439997,3,63465.67,2,0,0,23855.750536028776,0,0.27,0
Female,Pune,64.19510932488414,10,40816.75,1,0,0,39441.35797301632,1,0.33,0
Male,Pune,51.80545459719795,2,83682.26,1,1,0,71343.0702136715,0,0.59,1
Male,Delhi,33.112615165118,1,49319.13,1,0,1,90647.64944215077,0,0.14,0
Female,Chennai,34.729943322775554,3,62067.61,2,1,1,77940.34758765141,0,0.03,0
Male,Pune,47.28040170400504,3,42760.47,1,1,1,72522.52185754225,0,0.05,0
Female,Chennai,25.64775626057659,8,67195.89,2,1,0,26639.359167657065,0,0.28,0
Female,Delhi,53.180392746626936,2,51095.98,1,0,0,86718.61163844788,0,0.42,0
Male,Delhi,54.63724125014445,9,30057.76,2,1,1,57971.33394947133,0,0.03,0
Male,Bangalore,44.7591940568542,7,0.0,1,1,1,79056.58532919244,0,0.02,0
Female,Mumbai,39.20755897638326,0,55530.23,2,0,0,115919.65914093913,0,0.17,0
Male,Kolkata,45.47543050623647,2,20154.44,2,0,1,10000.0,0,0.12,0
Male,Delhi,45.09548833587456,8,83033.6,1,1,0,127831.27220656796,0,0.33,0
Female,Mumbai,46.41662729275858,1,93807.16,1,1,0,56031.90146379651,0,0.15,0
Male,Delhi,36.10194097599788,9,68593.26,1,0,1,89749.65751949434,0,0.01,0
Female,Mumbai,41.5081883232474,9,41391.25,2,0,1,73409.20489665058,0,0.0,0
Female,Bangalore,34.617073154896374,7,69591.77,2,1,1,80094.54121176258,0,0.0,0
Male,Mumbai,52.39370366318241,4,78206.28,2,1,0,70362.13474271314,0,0.25,0
Male,Hyderabad,29.563319601351097,3,64021.11,2,0,1,30702.731177001653,1,0.09,0
Male,Mumbai,62.97475184306332,7,59279.0,1,1,1,124914.82123378248,0,0.11,0
Male,Hyderabad,36.35640714406635,0,66405.92,2,0,1,48341.975142329466,0,0.06,0
Female,Mumbai,45.13110384430418,8,38276.05,1,1,0,67231.59305765331,0,0.1,0
Male,Pune,38.55062031307666,2,61411.4,1,1,0,121095.69674123931,0,0.19,0
Female,Pune,62.09766776856454,6,61045.75,1,0,0,119712.9907665912,0,0.22,0
Male,Chennai,42.48207807272533,8,54978.75,2,1,1,41567.746415067806,0,0.0,0
Male,Mumbai,18.0,8,69517.74,1,1,1,86035.01722386372,0,0.01,0
Female,Mumbai,18.0,5,34052.26,2,0,1,121133.70666648804,0,0.28,0
Female,Mumbai,55.524178945003406,7,84773.14,1,1,0,57847.716034882906,0,0.25,0
Female,Chennai,60.5989256616174,8,21198.13,2,1,0,105764.90872685112,1,0.18,0
Male,Hyderabad,29.818750812106494,1,81374.86,1,1,1,68557.86241095427,0,0.06,0
Male,Pune,57.00048734739942,5,76758.77,1,1,0,113472.55017575414,0,0.27,0
Male,Kolkata,38.25656806369405,2,108792.07,2,0,1,92423.3162613352,0,0.06,0
Male,Delhi,72.34086365692126,7,57274.05,1,1,1,61451.96925638922,0,0.14,0
Female,Hyderabad,60.13247728459403,5,45993.4,2,1,1,128336.42210438712,0,0.19,0
Female,Delhi,34.51021432901932,6,46480.39,1,0,0,145296.88415331527,0,0.11,0
Female,Delhi,63.53464621224728,9,29694.88,3,1,0,46878.29953680814,0,0.57,1
Male,Delhi,45.69113681753823,3,24131.75,1,0,1,175733.5012665379,1,0.1,0
Male,Hyderabad,31.23737706358484,7,50561.82,1,0,0,70365.88433030258,1,0.08,0
Female,Mumbai,53.16099394317321,3,66579.11,1,1,0,104772.70627910968,1,0.25,0
Male,Kolkata,43.48814358144627,8,66929.1,1,0,1,10000.0,0,0.02,0
Male,Delhi,30.438578356029023,0,24924.14,2,1,0,106221.29317549706,1,0.17,0
Male,Delhi,18.0,10,6872.72,1,0,1,63793.76463676877,0,0.03,0
Male,Pune,55.84130507969378,8,44002.23,3,0,1,122948.52598385382,1,0.44,0
Male,Mumbai,66.30591742192019,2,60906.44,2,1,1,112838.41564299524,0,0.3,0
Female,Chennai,53.07125657699292,4,22159.11,1,1,0,10000.0,0,0.19,0
Female,Bangalore,63.85856173666101,10,46752.15,1,1,1,37065.709491613765,0,0.09,0
Female,Delhi,63.787332029652845,9,35116.36,2,1,1,103794.4493073929,0,0.08,0
Female,Chennai,32.70944617381166,3,77422.97,2,1,1,107447.33355283715,0,0.01,0
Female,Delhi,55.58907204664947,6,21508.5,2,1,0,34104.979667846324,0,0.1,0
Female,Mumbai,50.2568209276401,1,68638.64,2,0,0,30086.755327995983,1,0.29,0
Female,Bangalore,27.520460026595583,6,15453.11,1,1,0,133725.1973630172,0,0.13,0
Female,Mumbai,47.57549896112745,7,17865.6,2,1,0,85295.83625094927,0,0.17,0
Male,Pune,46.158037762214754,6,54786.87,1,1,1,81997.10164655905,0,0.02,0
Female,Mumbai,63.85286804558835,9,29384.96,1,0,0,95904.45083170292,0,0.25,0
Female,Delhi,50.16560958168641,3,70204.03,2,1,0,51934.19666397655,0,0.26,0
Female,Bangalore,35.7947194968529,0,35418.14,1,1,0,89918.02622353715,0,0.17,0
Male,Kolkata,24.81873143329225,0,39443.68,2,0,0,46266.05414749298,0,0.21,0
Female,Hyderabad,46.639167528173616,7,85454.3,1,1,0,74049.42741034746,1,0.11,0
Male,Mumbai,49.392362548892045,8,0.0,2,0,0,116662.97887995031,0,0.18,0
Female,Delhi,47.34597899011369,7,57939.12,2,1,1,54095.4722306755,0,0.01,0
Female,Chennai,59.95046765317038,10,3887.82,1,1,0,59412.521280254936,0,0.18,0
Male,Bangalore,30.08600838879425,10,0.0,2,1,1,208875.67822268,0,0.09,0
Female,Chennai,20.51553117984498,8,36884.74,1,1,1,10000.0,0,0.01,0
Male,Mumbai,27.71670744115616,0,74943.9,1,1,1,92304.24162228692,1,0.01,0
Female,Delhi,42.96083599304251,4,77031.56,2,1,0,89301.33086020268,0,0.27,0
Female,Kolkata,64.06027081780222,3,13665.61,1,0,1,188388.8545816196,0,0.15,0
Male,Mumbai,55.21496005210169,3,70047.81,2,1,1,56983.84634538587,0,0.27,0
Female,Hyderabad,42.64732675358482,10,46657.64,3,1,1,41469.68636217264,0,0.45,0
Female,Delhi,44.97369517677388,1,71655.11,1,0,0,99884.82273279096,0,0.29,0
Female,Chennai,28.356689417824644,0,21265.0,1,1,1,71855.46376414255,0,0.04,0
Male,Chennai,24.035796572566497,3,0.0,2,1,1,96966.26882719858,0,0.07,0
Female,Hyderabad,41.28201032361002,6,49269.92,1,1,1,53397.64172839461,0,0.0,0
Female,Mumbai,23.18893874089385,6,96350.94,2,1,1,93893.82675938935,0,0.03,0
Male,Bangalore,32.210872474268626,3,33766.2,1,0,1,59282.20518454077,0,0.07,0
Female,Pune,31.98293983083081,9,48204.37,3,1,0,11889.66177114987,1,0.28,0
Male,Kolkata,43.95805574542143,0,80710.47,1,1,0,81417.84858156946,1,0.2,0
Male,Chennai,45.07574482458042,1,16369.0,2,0,1,38221.002713802816,0,0.08,0
Female,Kolkata,63.57347957299616,8,22545.83,2,0,0,72944.8505184357,0,0.18,0
Male,Delhi,38.375171330939935,10,0.0,2,1,1,189205.15186393724,0,0.17,0
Female,Mumbai,53.45153430179779,4,56561.59,2,1,1,39004.42230143986,0,0.12,0
Female,Delhi,51.10226153071956,3,25431.93,2,1,0,100478.81450700066,0,0.29,0
Female,Mumbai,18.0,0,72001.13,2,1,0,41800.01235180043,0,0.24,0
Female,Mumbai,43.21419341219667,9,44350.0,2,0,1,21018.33703369156,0,0.01,0
Male,Delhi,26.841177255188484,6,37442.11,1,0,0,125976.72846068964,0,0.04,0
Male,Pune,64.57930417756407,2,19725.92,1,1,1,59960.956066046914,0,0.17,0
Male,Chennai,37.127792114810056,2,69052.11,3,1,1,54079.95466878783,0,0.5,0
Female,Kolkata,40.84389342662736,0,5529.64,1,1,1,80231.19926481538,0,0.17,0
Female,Delhi,30.22795799147876,10,34918.87,2,0,1,116402.05182806448,0,0.04,0
Male,Hyderabad,35.37040566633316,2,6856.95,1,1,0,150866.0035033722,0,0.17,0
Female,Mumbai,69.67458647168128,0,18046.89,1,1,0,116344.37432091088,1,0.17,0
Male,Mumbai,18.0,8,0.0,1,1,0,10000.0,0,0.27,0
Male,Chennai,55.48802750323264,5,63461.89,1,0,1,62572.80877967923,1,0.1,0
Male,Kolkata,35.865400949704075,3,34437.02,1,1,1,29333.91133059247,0,0.03,0
Female,Kolkata,82.08875870081374,2,51161.95,1,1,1,80094.54121176258,0,0.16,0
Female,Pune,69.57900331770642,6,64001.33,2,0,1,61141.672997218535,0,0.06,0
Female,Mumbai,37.01257113670509,8,19330.58,2,1,1,116396.30430953875,0,0.01,0
Female,Delhi,45.80063596539087,3,16973.39,2,1,0,58960.42325309213,0,0.24,0
Male,Hyderabad,37.33166369092197,5,33223.88,1,1,1,94251.29123956528,0,0.14,0
Female,Chennai,43.6089519966655,10,29063.26,2,0,0,16555.045843549844,1,0.08,0
Male,Chennai,50.10843291709746,2,69564.81,1,1,0,147508.47349899472,0,0.18,0
Female,Delhi,63.76484741185941,3,45198.62,1,1,0,28863.589187726146,0,0.27,0
Female,Chennai,74.7897706464619,7,4021.66,2,1,1,36649.88614948987,0,0.1827229357798165,0
Male,Delhi,56.28455701211102,4,42347.44,2,0,0,47826.19405802815,0,0.3,0
Male,Pune,58.18593462253775,4,51400.84,1,1,1,63488.61279337305,0,0.14,0
Female,Hyderabad,56.43883989766647,6,61114.41,2,1,1,87781.4719305263,0,0.05,0
Female,Delhi,45.17635155837154,10,4163.69,1,1,0,66961.29658003584,1,0.17,0
Male,Chennai,72.2858076005624,8,12973.52,2,0,1,10000.0,0,0.12,0
Male,Chennai,67.5718587535239,9,61924.48,4,1,0,117703.3934488354,1,0.72,1
Male,Hyderabad,27.559532954465578,5,52870.11,2,1,1,26109.660909608298,0,0.02,0
Female,Kolkata,47.19814296651453,0,53001.88,2,0,1,72198.7009295272,0,0.2,0
Male,Mumbai,44.15358858092867,10,48879.23,1,0,0,94284.13153282384,0,0.21,0
Female,Mumbai,77.3145862106448,8,64662.08,1,1,1,35844.250271528,0,0.14,0
Female,Delhi,41.42932762450336,0,11717.77,1,0,0,105767.13329355922,0,0.28,0
Female,Delhi,37.51380361941025,1,67159.0,2,1,1,137668.2874144651,0,0.07,0
Male,Hyderabad,37.03183051977995,8,70361.23,2,1,1,79446.37175462673,0,0.01,0
Female,Pune,45.47988114021819,10,0.0,2,1,1,48030.99433557609,0,0.02,0
Male,Kolkata,60.68619844664809,8,53750.46,2,0,1,150302.35786966403,0,0.06,0
Male,Kolkata,54.803452855629935,2,25906.55,1,0,0,196692.73903392736,0,0.18,0
Female,Delhi,38.95766102184799,6,47569.49,1,1,1,47310.66624588105,0,0.01,0
Male,Bangalore,45.48346448845487,2,25660.02,2,1,0,101125.19767287548,1,0.28,0
Male,Mumbai,30.98530052996117,9,40801.64,2,1,1,93897.6309921336,0,0.02,0
Male,Mumbai,53.46518924460758,5,46161.13,1,0,1,153829.74769419472,1,0.09,0
Female,Delhi,32.3688156808681,7,91219.34,2,0,1,70851.66016579997,0,0.04,0
Male,Delhi,56.31869597229006,1,0.0,2,1,0,138175.54615093904,0,0.61,1
Male,Delhi,34.54337537062577,5,7892.16,2,1,1,69554.77537839333,0,0.05,0
Male,Delhi,24.913809801675114,9,46977.1,1,1,0,179080.46824591304,0,0.24,0
